"id","latitude","longitude","Label"
"LUV","-5.6616","132.7314","Langgur"
"JAQ","-5.6525","151.5069","  Jacquinot Bay"
"WBM","-5.6433","143.8954","Wapenamanda"
"IMP","-5.5303","-47.4578","Imperatriz                              "
"BUW","-5.4869","122.5690","Baubau"
"HKN","-5.4622","150.4049","Hoskins                                 "
"BUA","-5.4223","154.6727","Buka                                    "
"KOO","-5.3944","26.9900","Kongolo"
"MAB","-5.3675","-49.1378","Maraba"
"TBG","-5.2786","141.2258","Tabubil"
"PMA","-5.2548","39.8094","Pemba                                   "
"TKG","-5.2419","105.1756","Bandar Lampung                          "
"MAG","-5.2092","145.7875","Madang                                  "
"PIU","-5.2022","-80.6142","Piura"
"MVF","-5.1964","-37.3619","MOSSORO/DIX SEPT ROSADO"
"NVP","-5.1175","-60.3644","NOVO ARIPUANA"
"TGT","-5.1","39.0667","Tanga                                   "
"TBO","-5.0833","32.8333","Tabora"
"UPG","-5.0608","119.5544","Makassar"
"THE","-5.0606","-42.8244","Teresina"
"KKW","-5.0333","18.7833","KIKWIT"
"ULA","-49.3094","-67.8011","SAN JULIAN/CPT D.J.D.VAZQUEZ"
"GGS","-48.7836","-70.1608","GOBERNADOR GREGORES"
"PUD","-47.7336","-65.9164","PUERTO DESEADO"
"LGR","-47.2436","-72.5847","COCHRANE"
"CCH","-46.5475","-71.6961","CHILE CHICO"
"DUD","-45.9281","170.1983","Dunedin"
"BBA","-45.9186","-71.6972","Balmaceda"
"CRD","-45.7853","-67.4656","Comodoro Rivadavia"
"GXQ","-45.5928","-72.1019","COYHAIQUE/TENIENTE VIDAL"
"TEU","-45.5331","167.6500","MANAPOURI"
"WPA","-45.4","-72.6667","PUERTO AYSEN/CABO1 JUAN ROMAN"
"ALR","-45.2117","169.3733","ALEXANDRA"
"ZQN","-45.0211","168.7392","Queenstown"
"OAM","-44.97","171.0817","OAMARU"
"WKA","-44.7222","169.2456","  Wanaka"
"TIU","-44.3033","171.2250","Timaru"
"CHT","-43.81","-176.4572","CHATHAM ISLANDS"
"CHC","-43.4894","172.5344","Christchurch"
"REL","-43.2106","-65.2703","Trelew"
"EQS","-42.9333","-71.1442","Esquel"
"WCH","-42.9222","-72.6950","CHAITEN"
"HBA","-42.8367","147.5100","Hobart"
"PMY","-42.75","-65.1000","Puerto Madryn"
"HKK","-42.7136","170.9853","Hokitika"
"GMN","-42.4617","171.1900","GREYMOUTH"
"SRN","-42.1575","145.2897","STRAHAN"
"EHL","-41.9667","-71.5167","EL BOLSON"
"ZUD","-41.9039","-73.7975","ANCUD/PUPELDE"
"WSZ","-41.7381","171.5808","Westport"
"SGV","-41.5919","-65.3494","SIERRA GRANDE"
"LST","-41.5456","147.2142","Launceston"
"BHE","-41.5183","173.8703","Blenheim"
"PMC","-41.4319","-73.0928","Puerto Montt"
"WLG","-41.3272","174.8053","Wellington"
"NSN","-41.2983","173.2211","Nelson"
"DPO","-41.17","146.4289","Devonport"
"BRC","-41.1511","-71.1578","San Carlos de Bariloche"
"BWT","-41.0003","145.7300","Burnie                                  "
"MRO","-40.9733","175.6336","MASTERTON"
"PPQ","-40.9047","174.9892","Paraparaumu"
"VDM","-40.8689","-62.9978","Viedma"
"SIO","-40.8367","145.0825","SMITHTON"
"ZOS","-40.6072","-73.0567","Osorno"
"PMR","-40.3206","175.6169","Palmerston North"
"OHA","-40.2067","175.3869","OHAKEA"
"FLS","-40.0903","147.9933","Flinders Island"
"CPC","-40.0819","-71.1458","San Martin de Los Andes"
"TKQ","-4.8851","29.6702","Kigoma                                  "
"PNR","-4.8147","11.8864","Pointe-Noire"
"SEZ","-4.6743","55.5218","Mahe Island                             "
"TYL","-4.5728","-81.2522","TALARA/CAPITAN MONTES"
"TIM","-4.5314","136.8883","Tembagapura/Timika"
"IIS","-4.4997","154.2261","  Nissan Island"
"RBB","-4.4083","-59.5972","BORBA"
"FIH","-4.3856","15.4447","Kinshasa N'Djili Intl Apt"
"MRR","-4.3783","-79.9411","MACARA"
"RAB","-4.3405","152.3797","Rabaul"
"PRI","-4.3192","55.6916","Praslin Island"
"NLO","-4.3167","15.3167","KINSHASA/N'DOLO"
"PFR","-4.3167","20.6000","ILEBO"
"UKA","-4.2963","39.5711","Ukunda"
"BZV","-4.2556","15.2483","Brazzaville"
"TBT","-4.2506","-69.9378","Tabatinga"
"ITB","-4.2419","-56.0003","Itaituba                                "
"LET","-4.1931","-69.9428","Leticia"
"CIZ","-4.1339","-63.1311","Coari                                   "
"WMX","-4.0975","138.9514","Wamena"
"KDI","-4.0842","122.4131","Kendari                                 "
"MBA","-4.0288","39.5978","Mombasa"
"WAG","-39.9622","175.0253","Wanganui"
"KNS","-39.8775","143.8833","King Island                             "
"ZAL","-39.6494","-73.0864","Valdivia"
"NPE","-39.4658","176.8700","Napier-Hastings"
"ZPC","-39.2894","-71.9167","PUCON"
"NPL","-39.0086","174.1792","New Plymouth"
"GNR","-38.9833","-67.6000","GENERAL ROCA/FUERTE GRAL ROCA"
"NQN","-38.9489","-68.1558","Neuquen"
"CUT","-38.9333","-69.2500","CUTRALCO"
"ZCO","-38.7669","-72.6372","Temuco"
"TUO","-38.7397","176.0844","Taupo"
"BHI","-38.7203","-62.1575","Bahia Blanca"
"GIS","-38.6633","177.9783","Gisborne"
"NEC","-38.4833","-58.8167","NECOCHEA"
"PTJ","-38.3183","141.4717","Portland"
"WMB","-38.2961","142.4447","WARRNAMBOOL"
"LTB","-38.2067","146.4700","LATROBE VALLEY"
"ROT","-38.1092","176.3172","Rotorua"
"SXE","-38.0983","147.1500","EAST SALE"
"AVV","-38.0394","144.4694","Melbourne Avalon Airport"
"MBW","-37.9772","145.1011","MELBOURNE/MOORABBIN"
"MDQ","-37.9342","-57.5733","Mar del Plata"
"WHK","-37.9206","176.9142","Whakatane"
"BSJ","-37.8883","147.5683","BAIRNSDALE"
"HLZ","-37.8664","175.3353","Hamilton"
"MEB","-37.7297","144.9006","Melbourne Essendon Apt"
"ESS","-37.7281","144.9019","Essendon"
"TRG","-37.6739","176.1958","Tauranga"
"MEL","-37.6733","144.8433","Melbourne Airport"
"LSQ","-37.3992","-72.4250","LOS ANGELES/MARIA DOLORES"
"ARY","-37.3119","142.9906","ARARAT"
"TDL","-37.2367","-59.2300","TANDIL"
"VLG","-37.2347","-57.0233","Villa Gesell"
"MHU","-37.0483","147.3350","MT HOTHAM AIRPORT"
"AMZ","-37.0297","174.9733","ARDMORE"
"AKL","-37.0081","174.7917","Auckland International Apt"
"MIM","-36.9106","149.9017","Merimbula                               "
"OVR","-36.8889","-60.2278","OLAVARRIA"
"CCP","-36.7728","-73.0631","Concepcion"
"HSM","-36.6711","142.1733","HORSHAM"
"RSA","-36.5914","-64.2786","Santa Rosa"
"YAI","-36.5828","-72.0317","CHILLAN/BERNARDO OHIGGINS"
"SST","-36.55","-56.6833","SANTA TERESITA"
"SHT","-36.4283","145.3933","SHEPPARTON"
"WGT","-36.4175","146.3056","WANGARATA"
"WKB","-36.3225","142.4181","WARRACKNABEAL"
"OOM","-36.3025","148.9750","COOMA-SNOWY MOUNTAINS"
"ECH","-36.1567","144.7617","ECHUCA"
"ABX","-36.0689","146.9564","Albury"
"CWW","-35.9936","146.3533","COROWA"
"MYA","-35.9042","150.1394","Moruya                                  "
"PEH","-35.8411","-61.8575","PEHUAJO/COMODORE PEDRO ZANNI"
"TCW","-35.8117","145.6083","TOCUMWAL"
"WRE","-35.7703","174.3650","Whangarei"
"KGC","-35.7158","137.5214","Kingscote"
"GPO","-35.6875","-63.7417","GENERAL PICO"
"DNQ","-35.5597","144.9472","DENILIQUIN"
"LGS","-35.4797","-69.5850","MALARGUE"
"SWH","-35.3772","143.5322","SWAN HILL"
"TLX","-35.3744","-71.5981","TALCA/PANGUILEMO"
"CBR","-35.3067","149.1950","Canberra"
"KKE","-35.2628","173.9119","Kerikeri"
"KAT","-35.07","173.2853","Kaitaia"
"LPG","-34.9672","-57.8947","LA PLATA"
"NOA","-34.9483","150.5367","NOWRA"
"ALH","-34.9433","117.8083","Albany"
"PDP","-34.8583","-55.0917","Punta Del Este"
"MVD","-34.8378","-56.0303","Montevideo"
"EZE","-34.8222","-58.5358","Buenos Aires Ministro Pistarini         "
"GUL","-34.8089","149.7278","GOULBURN"
"NRA","-34.7028","146.5083","Narrandera                              "
"CMD","-34.6233","148.0283","COOTAMUNDRA"
"PLO","-34.6069","135.8789","Port Lincoln"
"AFA","-34.5883","-68.4033","San Rafael"
"ENO","-34.5631","-58.7903","MARIANO MORENO"
"WOL","-34.5617","150.7883","WOLLONGONG"
"AEP","-34.5589","-58.4164","Buenos Aires Aeroparque J. Newbery"
"HXX","-34.5317","144.8300","HAY"
"CYR","-34.4514","-57.7669","COLONIA"
"TEM","-34.4228","147.5106","TEMORA"
"GFF","-34.2517","146.0667","Griffith                                "
"NGA","-34.25","148.2483","YOUNG"
"MQL","-34.2308","142.0842","Mildura                                 "
"RMK","-34.1967","140.6733","RENMARK"
"QRC","-34.1667","-70.7833","RANCAGUA/DE LA INDEPENDENCIA"
"PBZ","-34.0903","23.3278","Plettenberg Bay"
"CDU","-34.0419","150.6861","CAMDEN"
"GRJ","-34.0111","22.3806","George"
"PLZ","-33.99","25.6103","Port Elizabeth"
"CPT","-33.9681","18.6046","Cape Town"
"SYD","-33.9467","151.1767","Sydney Kingsford Smith Apt              "
"WWY","-33.9392","147.1936","WEST WYALONG"
"MQZ","-33.93","115.1000","MARGARET RIVER"
"BWU","-33.9244","150.9900","SYDNEY/BANKSTOWN"
"CWT","-33.8467","148.6494","COWRA"
"RVT","-33.78","120.2000","Ravensthorpe"
"RYD","-33.7317","-65.3867","VILLA REYNOLDS"
"VME","-33.7251","-65.3781","Villa Mercedes"
"BQB","-33.6867","115.4000","Busselton"
"EPR","-33.6858","121.8211","Esperance"
"OUH","-33.6","22.1833","OUDTSHOORN"
"BHS","-33.4111","149.6528","Bathurst                                "
"SCL","-33.3944","-70.7938","Santiago Arturo Merino Benitez          "
"OAG","-33.3833","149.1317","Orange                                  "
"BUY","-33.3783","115.6767","BUNBURY"
"FRB","-33.3633","147.9350","FORBES"
"DZO","-33.3564","-56.4961","DURAZNO/SANTA BERNARDINA"
"CUG","-33.2783","148.7633","CUDAL"
"LUQ","-33.2772","-66.3522","San Luis"
"PPI","-33.2389","137.9950","PORT PIRIE"
"PKE","-33.1328","148.2403","Parkes                                  "
"RCU","-33.0867","-64.2617","RIO CUARTO"
"WYA","-33.0583","137.5156","Whyalla"
"ELS","-33.0347","27.8222","East London"
"GHU","-33.0108","-58.6125","GUALEGUAYCHU"
"SDB","-32.9688","18.1653","LANGEBAANWEG"
"KNA","-32.9497","-71.4786","VINA DEL MAR"
"ROS","-32.9036","-60.7844","Rosario                                 "
"MDZ","-32.8317","-68.7928","Mendoza                                 "
"CES","-32.7875","151.3417","CESSNOCK"
"MTL","-32.7033","151.4883","MAITLAND"
"ZWI","-32.65","138.1000","XXX"
"PUG","-32.5403","137.7167","Port Augusta"
"SRC","-32.3844","-65.1858","SAN LUIS/VALLE DEL CONLARA"
"MLZ","-32.3425","-54.2219","MELO"
"QRM","-32.2194","148.2314","NARROMINE"
"DBO","-32.2167","148.5750","Dubbo                                   "
"CED","-32.13","133.7100","Ceduna"
"JAD","-32.0992","115.8792","PERTH/JANDAKOT"
"RIG","-32.0819","-52.1631","Rio Grande"
"NSO","-32.0383","150.8317","SCONE"
"BHQ","-32.0017","141.4717","Broken Hill                             "
"PER","-31.94","115.9667","Perth"
"UTW","-31.9167","26.8833","QUEENSTOWN"
"TRO","-31.8911","152.5083","Taree"
"PRA","-31.7792","-60.4672","Parana"
"PET","-31.7161","-52.3311","Pelotas"
"SFN","-31.7117","-60.8067","Santa Fe"
"UAQ","-31.5683","-68.4183","San Juan"
"NYN","-31.5531","147.2031","NYNGAN"
"UTT","-31.5458","28.6736","Umtata"
"LDH","-31.5386","159.0764","Lord Howe Island"
"CAZ","-31.5383","145.7933","COBAR"
"UIR","-31.4983","150.5183","QUIRINDI"
"PQQ","-31.4378","152.8636","Port Macquarie"
"STY","-31.4347","-57.9842","SALTO/INTL"
"BGX","-31.3908","-54.1097","BAGE/GUSTAVO KRAEMER"
"COR","-31.31","-64.2083","Cordoba                                 "
"COC","-31.3033","-58.0081","CONCORDIA/COM.J.J.PIERRESTEGUI"
"UMR","-31.14","136.8167","WOOMERA"
"TMW","-31.0833","150.8467","Tamworth"
"KPS","-31.06","152.7897","KEMPSEY"
"CNB","-30.9833","148.3742","COONAMBLE"
"RVY","-30.9694","-55.4733","RIVERA"
"GUH","-30.9611","150.2506","GUNNEDAH"
"MGH","-30.85","30.3500","Margate"
"FOS","-30.8394","128.1136","FORREST"
"KGI","-30.79","121.4617","Kalgoorlie-Boulder"
"LGH","-30.5983","138.4250","LEIGH CREEK"
"ARM","-30.53","151.6175","Armidale                                "
"OLP","-30.4833","136.8783","Olympic Dam"
"NAA","-30.3208","149.8261","NARRABRI"
"CFS","-30.32","153.1167","Coffs Harbour"
"MCS","-30.27","-57.6400","MONTE CASEROS"
"BRK","-30.0403","145.9528","BOURKE"
"WGE","-30.0331","148.1181","WALGETT"
"LOH","-3.9959","-79.3719","Loja                                    "
"BKS","-3.8611","102.3394","Bengkulu                                "
"VPG","-3.8599","39.7870","Vipingo"
"FEN","-3.85","-32.4167","Fernando De Noronha                     "
"IQT","-3.7847","-73.3088","Iquitos"
"TUR","-3.7767","-49.7192","Tucurui"
"FOR","-3.7761","-38.5325","Fortaleza"
"QBX","-3.6781","-40.3364","SOBRAL"
"KNG","-3.6445","133.6956","Utarom"
"SHY","-3.6","33.5000","SHINYANGA/IBADAKULI"
"WWK","-3.5834","143.6671","Wewak"
"TBP","-3.5494","-80.3781","Tumbes"
"OLC","-3.4709","-68.9585","Sao Paula de Olivenca                   "
"LJA","-3.4631","23.6156","Lodja"
"BDJ","-3.4397","114.7528","Banjarmasin                             "
"JRO","-3.4294","37.0745","Kilimanjaro"
"TFF","-3.3803","-64.7308","Tefe"
"LKY","-3.3763","35.8183","Lake Manyara"
"NBX","-3.3682","135.4964","Nabire"
"ARK","-3.3678","36.6333","Arusha"
"MBZ","-3.3567","-57.7117","MAUES"
"KBU","-3.3333","116.3333","Kotabaru"
"BJM","-3.3178","29.3172","Bujumbura                               "
"MCH","-3.2681","-79.9619","MACHALA/GENERAL M. SERRANO"
"ATM","-3.2506","-52.2517","Altamira"
"MYD","-3.2232","40.1005","Malindi"
"PLL","-3.1458","-59.9842","MANAUS/PONTA PELADA"
"ITA","-3.1261","-58.4811","ITACOATIARA"
"TTR","-3.0447","119.8215","Tana Toraja "
"LNV","-3.0436","152.6289","Lihir Island                            "
"MAO","-3.0411","-60.0506","Manaus                                  "
"POA","-29.9939","-51.1711","Porto Alegre"
"BWQ","-29.9756","146.8156","BREWARRINA"
"DUR","-29.9656","30.9493","Durban King Shaka International Apt"
"QNS","-29.9467","-51.1450","PORTO ALEGRE/CANOAS"
"LSC","-29.9164","-71.1994","La Serena"
"IVR","-29.8894","151.1469","INVERELL"
"URG","-29.7833","-57.0369","Uruguaiana"
"UZU","-29.7833","-58.0167","CURUZU CUATIA"
"GFN","-29.7633","153.0286","Grafton"
"RIA","-29.7108","-53.6922","Santa Maria"
"SBU","-29.6894","17.9389","SPRINGBOK"
"AOL","-29.6881","-57.1522","PASO DE LOS LIBRES"
"GLI","-29.6767","151.6917","GLEN INNES"
"PZB","-29.65","30.4000","Pietermaritzburg"
"MRZ","-29.4983","149.8453","Moree"
"LHG","-29.4567","147.9850","LIGHTNING RIDGE"
"MSU","-29.4437","27.5575","Maseru"
"IRJ","-29.3892","-66.8025","La Rioja"
"AGZ","-29.2792","18.8175","AGGENEYS"
"MDX","-29.2261","-53.0844","MERCEDES"
"RCQ","-29.2117","-59.6917","Reconquista"
"GOY","-29.1","-59.2500","GOYA"
"BFN","-29.0938","26.3040","Bloemfontein"
"NLK","-29.0417","167.9383","Norfolk Island"
"CPD","-29.04","134.7194","Coober Pedy"
"CSI","-28.8833","153.0583","CASINO"
"LNO","-28.8783","121.3150","LEONORA"
"BNK","-28.8333","153.5617","Ballina                                 "
"LSY","-28.83","153.2600","Lismore                                 "
"KIM","-28.8017","24.7636","Kimberley"
"GET","-28.7975","114.7061","Geraldton"
"RCB","-28.7402","32.0934","Richards Bay"
"CCM","-28.7239","-49.4208","Criciuma                                "
"SNH","-28.62","151.9900","STANTHORPE"
"LVO","-28.6133","122.4233","LAVERTON"
"VLR","-28.6","-70.7667","VALLENAR"
"CTC","-28.5864","-65.7533","Catamarca"
"OMD","-28.5847","16.4467","Oranjemund                              "
"ALJ","-28.5733","16.5350","ALEXANDER BAY"
"GOO","-28.5217","150.3200","GOONDIWINDI"
"QOJ","-28.5025","-56.0322","SAO BORJA"
"QRE","-28.3208","-52.8150","CARAZINHO"
"ULD","-28.3195","31.4171","Ulundi"
"GEL","-28.2817","-54.1683","Santo Angelo"
"PFB","-28.2447","-52.3281","Passo Fundo                             "
"MMG","-28.1167","117.8431","MOUNT MAGNET"
"MOO","-28.1","140.1967","MOOMBA"
"SGO","-28.0528","148.5933","St George                               "
"CMA","-28.03","145.6222","Cunnamulla                              "
"XTG","-27.9883","143.8100","Thargomindah                            "
"SRA","-27.9067","-54.5204","  Santa Rosa"
"LER","-27.8433","120.7033","LEINSTER"
"LAJ","-27.7828","-50.2806","LAGES"
"NCS","-27.7729","29.9764","NEWCASTLE"
"SDE","-27.7556","-64.2997","Santiago Del Estero"
"KAX","-27.69","114.2617","  Kalbarri"
"FLN","-27.6703","-48.5522","Florianopolis                           "
"ERM","-27.6619","-52.2683","Erechim                                 "
"SIS","-27.65","23.0000","Sishen                                  "
"MZQ","-27.6333","32.0500","MKUZI"
"TWB","-27.5433","151.9167","Toowoomba"
"RES","-27.45","-59.0561","Resistencia"
"RHD","-27.45","-64.8830","Rio Hondo"
"CNQ","-27.4456","-58.7619","CORRIENTES"
"OKY","-27.4111","151.7350","OAKEY"
"BNE","-27.3858","153.1183","Brisbane"
"PSS","-27.3858","-55.9706","Posadas"
"CPO","-27.2967","-70.4136","Copiapo"
"WME","-27.2867","120.5550","MT. KEITH"
"JCB","-27.1727","-51.5516","Joacaba                                 "
"IPC","-27.1647","-109.4219","Easter Island                           "
"LOI","-27.1597","-49.5428","LONTRAS/HELMUTH BAUNGARTEM"
"XAP","-27.1336","-52.6611","Chapeco                                 "
"VRU","-26.9667","24.7333","VRYBURG"
"GTS","-26.95","133.6000","The Granites"
"NVT","-26.8786","-48.6508","Navegantes                              "
"TUC","-26.8408","-65.1047","Tucuman"
"CFC","-26.8063","-50.9399","Cacador"
"PRQ","-26.7565","-60.4931","  Presidencia Roque S�enz Pe�a"
"LUD","-26.6853","15.2456","Luderitz                                "
"WUN","-26.63","120.2200","WILUNA"
"MKR","-26.6131","118.5464","MEEKATHARRA"
"ULP","-26.6069","144.2561","Quilpie                                 "
"MCY","-26.6028","153.0917","Sunshine Coast"
"KGY","-26.58","151.8417","KINGAROY"
"RMA","-26.5467","148.7736","Roma"
"KMP","-26.5389","18.1117","KEETMANSHOOP"
"MTS","-26.5239","31.3111","Manzini"
"MTQ","-26.4917","147.9417","MITCHELL"
"CTL","-26.4133","146.2617","Charleville"
"CNR","-26.3222","-70.6111","CHANARAL"
"ESR","-26.3133","-69.7658","EL SALVADOR/RICARDO GARCIA P."
"GYP","-26.2833","152.7000","GYMPIE"
"QRA","-26.2414","28.1517","JOHANNESBURG/RAND"
"QVB","-26.2317","-51.0689","UNIAO DA VITORIA"
"JOI","-26.2231","-48.7975","Joinville                               "
"PTO","-26.2172","-52.6936","PATO BRANCO"
"FMA","-26.2128","-58.2281","Formosa"
"JNB","-26.1337","28.2423","Johannesburg O.R. Tambo International   "
"TBY","-26.0667","22.4667","TSHABONG"
"FBE","-26.0589","-53.0633","Francisco Beltrao"
"GCJ","-25.9871","28.1405","GRAND CENTRAL"
"HLA","-25.9333","27.9222","Johannesburg Lanseria International Apt"
"MPM","-25.9319","32.5764","Maputo"
"BVI","-25.8989","139.3486","Birdsville                              "
"MJK","-25.8939","113.5772","  Monkey Mia"
"WKF","-25.8283","28.2217","WATERKLOOF"
"MBD","-25.8074","25.5445","MAFIKENG"
"IGR","-25.7372","-54.4733","Iguazu"
"WDB","-25.65","28.2167","PRETORIA/WONDERBOOM"
"GAH","-25.6153","151.6228","GAYNDAH"
"IGU","-25.6003","-54.4850","Foz do Iguacu"
"PNG","-25.54","-48.5306","PARANAGUA"
"CWB","-25.5317","-49.1761","Curitiba Afonso Pena"
"MBH","-25.5133","152.7150","MARYBOROUGH"
"AGT","-25.4558","-54.8437","Ciudad del Este                         "
"WNR","-25.4133","142.6667","Windorah"
"RUC","-25.4025","-49.2339","CURITIBA/BACACHERI PR"
"GPB","-25.3881","-51.5244","GUARAPUAVA"
"MQP","-25.3832","31.1056","Nelspruit"
"NTY","-25.3335","27.1716","PILANESBERG"
"ASU","-25.2411","-57.5168","Asuncion"
"PGZ","-25.1872","-50.1439","PONTA GROSSA"
"AYQ","-25.1867","130.9750","Ayers Rock"
"FTU","-25.0381","46.9561","Tolanaro"
"CAC","-25.0022","-53.5019","Cascavel                                "
"SZK","-24.9667","31.6000","SKUKUZA"
"BDB","-24.9053","152.3175","Bundaberg"
"MNQ","-24.8917","151.1083","MONTO"
"CVQ","-24.88","113.6717","CARNAVON"
"SLA","-24.86","-65.4767","Salta"
"AAM","-24.8181","31.5446","  Mala Mala"
"TOW","-24.6847","-53.6961","TOLEDO"
"JWA","-24.6","24.6667","JWANENG"
"GBE","-24.5558","25.9189","Gaborone"
"RON","-24.5122","-54.0533","MARECHAL CANDIDO RONDON"
"THG","-24.4939","150.5761","THANGOOL"
"BKQ","-24.4267","145.4233","Blackall"
"ZBL","-24.4","150.5000","Biloela"
"JUJ","-24.3928","-65.0978","Jujuy"
"HDS","-24.3546","31.0504","Hoedspruit"
"BEU","-24.3467","139.4600","Bedourie"
"TEC","-24.3158","-50.6517","TELEMACO BORBA"
"ISI","-24.2583","144.4250","ISISFORD"
"AAG","-24.1036","-49.7900","ARAPOTI"
"QGA","-24.0792","-54.1875","GUAIRA"
"CBW","-24.0069","-52.3561","CAMPO MOURAO"
"PHW","-23.9372","31.1554","Phalaborwa"
"SSZ","-23.9275","-46.2992","GUARUJA/BASE AEREA"
"RVV","-23.8839","-147.6644","Raivavae                                "
"GLT","-23.8714","151.2217","Gladstone"
"INH","-23.8667","35.4167","Inhambane"
"PTG","-23.8453","29.4585","Polokwane"
"LTA","-23.8167","30.3267","TZANEEN"
"ASP","-23.8067","133.9017","Alice Springs Airport                   "
"UMU","-23.7992","-53.3139","UMUARAMA"
"BCW","-23.7333","35.1167","Benguera Island"
"ELL","-23.7261","27.6878","Ellisras"
"ABH","-23.6583","146.5917","ALPHA"
"CGH","-23.6261","-46.6564","Sao Paulo Congonhas Apt"
"APU","-23.6117","-51.3844","APUCARANA"
"BLT","-23.6","148.8167","BLACKWATER"
"EMD","-23.5675","148.1806","Emerald"
"SOD","-23.4825","-47.4858","SOROCABA"
"MGF","-23.4794","-52.0122","Maringa                                 "
"ANF","-23.4444","-70.4450","Antofagasta"
"GCO","-23.44","-57.4267","CONCEPCION/CARMELO PERALTA"
"LRE","-23.4372","144.2772","Longreach"
"GRU","-23.4356","-46.4731","Sao Paulo Guarulhos Intl Apt            "
"ZNE","-23.4183","119.8033","Newman"
"TLE","-23.3894","43.7256","Toliara"
"ROK","-23.3817","150.4764","Rockhampton"
"TUB","-23.3667","-149.5267","Tubuai"
"APX","-23.3625","-51.4792","ARAPONGAS"
"LDB","-23.3297","-51.1361","Londrina                                "
"SJK","-23.2278","-45.8694","Sao Jose Dos Campos"
"QDV","-23.1811","-46.9431","JUNDIAI"
"PBO","-23.1717","117.7450","Paraburdoo"
"LCD","-23.16","29.7017","MAKHADO"
"CKO","-23.1522","-50.6022","CORNELIO PROCOPIO"
"ORA","-23.15","-64.3233","ORAN"
"QVP","-23.0925","-48.9836","AVARE/ARANDU"
"PVI","-23.0911","-52.4839","PARANAVAI"
"GMR","-23.0833","-134.8833","Totegegie"
"QHP","-23.0389","-45.5161","TAUBATE/MIL AD"
"VCP","-23.0069","-47.1344","Sao Paulo Viracopos Apt"
"WVB","-22.9799","14.6453","Walvis Bay                              "
"OUS","-22.9661","-49.9114","OURINHOS"
"QCJ","-22.9361","-48.4669","BOTUCATU"
"SNZ","-22.9283","-43.7217","RIO DE JANEIRO/SANTA CRUZ"
"CFB","-22.9217","-42.0743","Cabo Frio                               "
"BQL","-22.9133","139.9000","Boulia                                  "
"SDU","-22.9103","-43.1628","Rio de Janeiro Santos Dumont Apt        "
"CPQ","-22.8586","-47.1075","CAMPINAS/AMARAIS"
"GIG","-22.81","-43.2506","Rio de Janeiro International Apt"
"RVA","-22.8053","47.8206","  Farafangana"
"MMM","-22.8025","148.7047","MIDDLEMOUNT"
"GUJ","-22.7911","-45.2039","GUARATINGUETA"
"CMQ","-22.7694","147.6194","CLERMONT"
"BZC","-22.7656","-41.9650","BUZIOS/UMBERTO MODIANO"
"QHB","-22.71","-47.6189","PIRACICABA"
"SWP","-22.6583","14.5667","SWAKOPMUND"
"PJC","-22.6417","-55.8317","PEDR J.CABALERO/AUGUSTO FUSTER"
"RMT","-22.64","-152.8100","Rimatara                                "
"AIF","-22.6394","-50.4525","ASSIS"
"TTG","-22.6283","-63.8183","TARTAGAL/GRAL ENRIQUE MOSCONI"
"DYA","-22.6217","148.3633","DYSART"
"ERS","-22.6075","17.0792","Windhoek Eros Apt"
"ILP","-22.5889","167.4558","Ile des Pins"
"QGC","-22.5761","-48.7758","LENCOIS PAULISTA"
"RLR","-22.55","45.4000","Ranohira"
"PMG","-22.5497","-55.7025","PONTA PORA/INTL"
"CJC","-22.4947","-68.9019","Calama"
"BQQ","-22.4831","-48.5239","BARRA BONITA/FAZ SANTA LUIZA"
"WDH","-22.48","17.4708","Windhoek Hosea Kutako International"
"REZ","-22.4785","-44.4803","  Resende"
"QRZ","-22.4781","-44.4811","RESENDE"
"RUR","-22.4308","-151.3678","Rurutu"
"WIN","-22.3667","143.0831","Winton"
"BAU","-22.3436","-49.0539","BAURU"
"MEA","-22.3408","-41.7633","Macae                                   "
"PPY","-22.2883","-45.9189","POUSO ALEGRE"
"GEA","-22.2631","166.4681","Noumea Magenta Apt"
"DOU","-22.1978","-54.9242","Dourados                                "
"PPB","-22.1778","-51.4183","President Prudente                      "
"JTC","-22.1577","-49.0683","Bauru"
"TOQ","-22.1389","-70.0667","TOCOPILLA/BARRILES"
"DVD","-22.1111","43.2706","Andavadoaka"
"SSO","-22.0911","-45.0467","SAO LOURENCO"
"MOV","-22.0583","148.0767","Moranbah"
"PKW","-22.0556","27.8203","SELEBI-PHIKWE"
"VNX","-22.0167","35.3167","Vilankulos"
"NOU","-22.0164","166.2161","La Tontouta"
"BYC","-21.9494","-63.6481","Yacuiba"
"MGS","-21.8956","-157.9053","Mangaia Island                          "
"POO","-21.8372","-46.5656","POCOS DE CALDAS"
"AQA","-21.8039","-48.1397","Araraquara                              "
"JDF","-21.7925","-43.3850","JUIZ DE FORA/FRANCISC DE ASSIS"
"MXM","-21.7539","43.3755","  Morombe"
"TEF","-21.7164","122.2275","TELFER"
"IBL","-21.7058","35.4514","Indigo Bay Lodge"
"CAW","-21.7006","-41.3072","Campos                                  "
"GNE","-21.7","21.6667","GHANZI"
"LIP","-21.6622","-49.7306","LINS"
"VAG","-21.5883","-45.4728","VARGINHA/MAJOR BRIG TROMPOWSKY"
"TJA","-21.5511","-64.7083","Tarija                                  "
"IZA","-21.5131","-43.1731","Juiz De Fora                            "
"MEE","-21.4817","168.0378","Mare                                    "
